Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
266165,10/30/2019,Trash Collection Complaint,"Driver/ Trash guys dropped the bin along with the trash inside & did not pick it up & then drove off.

Recycle has never been picked up.","617 MERRYLODGE CT, 37207",37207,RED RIVER,2201,2,1741620.073,688279.796
266280,10/31/2019,Trash - Backdoor,miss,"3805 Dubois Dr, Nashville, TN 37207, United States",37207,RED RIVER,3205,2,1728011.738,688112.9531
266472,10/31/2019,Trash - Curbside/Alley Missed Pickup,miss/curb Trash Tuesday,"1816 Glade St, Nashville, TN 37207, United States",37207,,,2,1736966.691,681593.5407
266504,10/31/2019,Trash - Backdoor,miss,"605 Lischey Ave, Nashville, TN 37207, United States",37207,METRO,9202,5,1742708.073,673620.8017
267035,11/1/2019,Trash - Curbside/Alley Missed Pickup,"constantly missed, please pick up","1400 Dickerson Pike, Nashville, TN 37207, United States",37207,METRO,9204,5,1740796.199,679412.7988
25331,11/1/2017,Trash - Curbside/Alley Missed Pickup,"Trash missed Tuesday again, ALLEY",1206 Ireland St,37208,METRO,9208,19,1733029.474,668762.6409
25366,11/1/2017,Trash Collection Complaint,"trash truck took cart 
3 guys on truck did not have truck number 
please call (615) 569-4994",2200 osage st,37208,METRO,9201,21,1728644.757,672074.0991
25471,11/1/2017,Trash - Curbside/Alley Missed Pickup,"Alley trash miss Tuesday, also others as well, out on time.",1904 MeHarry Blvd,37208,METRO,9208,21,1730048.071,668927.1905
25539,11/2/2017,Trash - Curbside/Alley Missed Pickup,"Alley trash miss for Wednesday. Wants cart emptied. Also others 
615-293-1573",2524 Batavia St,37208,METRO,9303,21,1727574.081,666486.4018
25753,11/2/2017,Trash - Curbside/Alley Missed Pickup,"Curb trash miss for Wednesday. Everyone else was emptied. Small business"" non- profit",2323 Merry St,37208,METRO,9303,21,1728796.405,665734.064
25980,11/3/2017,Trash Collection Complaint,"While cleaning the alley behind 1619 Heiman St, someone from the crew had a weed trimmer and cut some pine cypress trees that the customer was growing",1619 HEIMAN ST,37208,,,21,1730987.851,670217.5646
26012,11/3/2017,Trash Collection Complaint,"While cleaning the alley behind 1619 Heiman St, someone from the crew had a weed trimmer and cut some pine cypress trees that the customer was growing",1619 HEIMAN ST,37208,RED RIVER,3206,21,1730987.851,670217.5646
27029,11/8/2017,Trash - Curbside/Alley Missed Pickup,missed,2505 Booker St,37208,METRO,9303,21,1728098.184,666222.4295
28156,11/15/2017,Trash - Curbside/Alley Missed Pickup,Missed- trash/carts curbside {Tuesday},1209 4th Ave N,37208,WASTE IND,3208,19,1736133.766,671734.4017
28638,11/17/2017,Trash - Curbside/Alley Missed Pickup,customer has 2 trash carts and only one of them were emptied,1209 4th ave n,37208,WASTE IND,3208,19,1736133.766,671734.4017
29018,11/20/2017,Trash - Curbside/Alley Missed Pickup,"said no access to alley - TRACI system show alley pick up 
please review & advise & pick up at curb",1815 7th ave n,37208,WASTE IND,3207,19,1733217.767,674586.4021
29353,11/21/2017,Trash Collection Complaint,"Thanks to trash pick-up crew for their patience in dealing with a lawn service that had blocked the alley.  They were patient, and talked to the lawn service to get the alley cleared.  I appreciate it!",924 Locklayer St,37208,WASTE IND,3208,19,1734572.613,669698.5283
29502,11/21/2017,Trash - Backdoor,Missed,2601 Vance Ave,37208,METRO,9201,21,1726435.266,674803.6025
29510,11/21/2017,Trash - Curbside/Alley Missed Pickup,Missed.,1835 Hermosa St,37208,METRO,9208,21,1730309.766,667240.0021
29522,11/22/2017,Trash - Curbside/Alley Missed Pickup,MISSED TRASH ALLEY TUESDAY CHECK FOR OTHERS. UNIT-B SIDE.,1727 Seifried St,37208,METRO,9205,21,1728217.81,673940.4265
29950,11/27/2017,Trash - Curbside/Alley Missed Pickup,cust says pickup was missed,2006 14th ave n,37208,RED RIVER,4209,2,1729856.966,674679.2019
29955,11/27/2017,Trash Collection Complaint,"Alley trash pickup, has 2 trash/carts but only one gets emptied all the way, 2nd trash/cart does not. This happens all the time and wants this matter to be corrected.",1205 MeHarry Blvd,37208,METRO,9208,19,1732551.367,669628.8009
30453,11/28/2017,Trash - Curbside/Alley Missed Pickup,Missed.,1821 Ed Temple Blvd,37208,METRO,9201,21,1725080.966,674162.4016
30581,11/29/2017,Trash Collection Complaint,customer says the drivers yelled at her husband and were upset about where he's parking his car. the parking location may be causing an issue with the pickup,1815 6TH AVE N,37208,WASTE IND,3207,19,1733567.366,674723.2016
31160,12/1/2017,Trash - Curbside/Alley Missed Pickup,"Tuesday's curb miss for two weeks now. {been out since last week}. {other business shares those trash/carts, total of 3 carts.",408 Taylor St,37208,WASTE IND,3207,19,1735404.166,672552.8023
31686,12/5/2017,Trash - Backdoor,missed pick up for the past 2 weeks,1907 26th ave n,37208,METRO,9205,21,1726670.769,674247.6683
31843,12/6/2017,Trash - Curbside/Alley Missed Pickup,Missed- Backdoor pickup,1816 Knowles St,37208,METRO,9208,21,1729683.469,670405.4002
31933,12/6/2017,Trash Collection Complaint,"MISSED TRASH ALLEY TUESDAY CHECK FOR OTHERS. UNIT-B SIDE.
Caller watch them go to alley not picking up some carts. Cart is out. {Wants cart emptied.",1727 Seifried St,37208,METRO,9205,21,1728217.81,673940.4265
32171,12/7/2017,Trash - Backdoor,Backdoor/trash miss Tuesday. Overflowing,1804 28th Ave N,37208,METRO,9201,21,1725572.966,673745.6019
32193,12/7/2017,Trash Collection Complaint,"Alley trash pickup, has 2 trash/carts but only one gets emptied all the way, 2nd trash/cart does not. This happens all the time and wants this matter to be corrected.",1205 MeHarry Blvd,37208,METRO,9208,19,1732551.367,669628.8009
32339,12/8/2017,Trash Collection Complaint,"compacting trash in front of home leaking juice & debris & glass 
wants cleaned",1805 25th ave n,37208,METRO,9205,21,1727060.967,673528.0018
32367,12/8/2017,Trash - Curbside/Alley Missed Pickup,"MISSED TRASH ALLEY TUESDAY CHECK FOR OTHERS. UNIT-B SIDE.
Caller watch them go to alley not picking up some carts. Cart is out. {Wants cart emptied.
previous ticket Hub 31933 / PW 943535 said cart not out - resident very upset 
wants call 615-732-9249",1727 Seifried St,37208,METRO,9205,21,1728217.81,673940.4265
32926,12/12/2017,Trash Collection Complaint,hasn't been picked up in a couple of weeks. Trash is overflowing.,1020 Kellow St A,37208,METRO,9205,2,1730085.919,677118.37
32928,12/12/2017,Trash Collection Complaint,hasn't been picked up in a couple of weeks. Trash is overflowing.,1020 Kellow St B,37208,METRO,9205,2,1730085.919,677118.37
33008,12/12/2017,Trash Collection Complaint,cust says trash hasn't been picked up in 2-3 weeks,2218 ALBION ST,37208,METRO,9303,21,1728911.852,667952.1216
33019,12/12/2017,Trash - Curbside/Alley Missed Pickup,missed pick up,1819 12th ave n,37208,RED RIVER,4209,21,1730262.331,673710.3285
33143,12/13/2017,Trash - Curbside/Alley Missed Pickup,Missing.,1815 26TH AVE N,37208,METRO,9205,21,1726627.838,673865.5028
33145,12/13/2017,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,2206 OSAGE ST,37208,METRO,9201,21,1728581.558,672062.8993
33160,12/13/2017,Trash - Curbside/Alley Missed Pickup,missed pick up- cart is full.. this is not the first miss,1411 21st ave n,37208,METRO,9208,21,1729325.048,670248.5619
33225,12/13/2017,Trash - Curbside/Alley Missed Pickup,Missed.,1533 12th ave n b,37208,WASTE IND,3207,21,1731464.167,671576.0021
33317,12/14/2017,Trash - Curbside/Alley Missed Pickup,"Curb/trash miss for whole street no pickup for Tuesday. Out night before needs to be emptied. 

Angela Jones 
615-557-5724",1732 St Louis St,37208,METRO,9205,21,1728179.367,673693.6021
34451,12/20/2017,Trash - Curbside/Alley Missed Pickup,"Trash bins not picked up on Ireland St, Nashville, TN 37208
entered on web did not give address - please check all others on Ireland St",1201 ireland st,37208,METRO,9208,19,1733231.325,668718.6782
34532,12/21/2017,Trash - Curbside/Alley Missed Pickup,"Alley trash miss again, dead end. Wednesday.",2628 Albion St,37208,METRO,9303,21,1727201.986,667817.7013
34638,12/21/2017,Trash - Curbside/Alley Missed Pickup,cart been out for 2 weeks 1213 ireland st,1213 ireland st,37208,METRO,9208,19,1733003.468,668629.1982
35132,12/27/2017,Trash - Curbside/Alley Missed Pickup,TRASH DIDNT GET PICKED UP,2123 11th ave n,37208,METRO,9205,2,1730117.133,675843.3019
35151,12/27/2017,Trash - Curbside/Alley Missed Pickup,Alley trash miss for pickup. Tuesday UNIT-D,2010 Herman St D,37208,METRO,9208,21,1730184.844,667077.1454
35200,12/27/2017,Trash Collection Complaint,did not empty cart in full only partially emptied,2701 deerfield dr,37208,METRO,9201,21,1726164.683,674464.1703
36146,1/2/2018,Trash Collection Complaint,"Trash did not pickup last week's garbage, Wednesday. ALLEY",2205 Hermosa St,37208,METRO,9303,21,1729161.67,667055.3073
36545,1/3/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2400 Booker St,37208,METRO,9303,21,1728740.433,666184.8018
36934,1/4/2018,Trash - Curbside/Alley Missed Pickup,Missed. at units A and B,811 24th ave n,37208,METRO,9303,21,1728752.332,666584.9009
37757,1/9/2018,Trash Collection Complaint,missed every week please do not forget tomorrow,2424 BATAVIA ST,37208,METRO,9303,21,1728359.889,666479.8245
37840,1/9/2018,Trash Collection Complaint,She said that the trash guy left the cart in front of her mailbox. The mail carrier didn't leave her mail and she had to call her daughter to pull it back because she has a disability.,2619 Delk Ave,37208,METRO,9201,21,1726249.665,672708.8687
38006,1/10/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,1715 14th ave n,37208,RED RIVER,3206,21,1730378.733,672625.7034
38154,1/10/2018,Trash - Backdoor,My trash was not collected.,1821 12th Ave N,37208,RED RIVER,4209,21,1730245.697,673759.2295
39430,1/17/2018,Trash Collection Complaint,Missed- Dumpster has not been picked up in 3 weeks,413 van buren,37208,WASTE IND,3207,19,1735447.128,672881.8914
39588,1/17/2018,Trash - Curbside/Alley Missed Pickup,No trash or recycling pickup on scheduled day -- Jan 16 -- on Locklayer Street,924 Locklayer St,37208,WASTE IND,3208,19,1734571.181,669701.0286
40042,1/18/2018,Trash Collection Complaint,cust says the trash truck took her cart,2424 batavia st,37208,METRO,9303,21,1728359.979,666478.6217
40282,1/19/2018,Trash Collection Complaint,Missed- Trash not picked up again this week. Customer stated trash cart is in the alley where it has always been picked up. Never had issue with pick up until construction started in the area. customer would like to know if this is the problem.,1821 12th Ave N,37208,RED RIVER,4209,21,1730244.323,673759.7503
40402,1/19/2018,Trash - Curbside/Alley Missed Pickup,"Trash did not pickup garbage, Wednesday. ALLEY",2205 Hermosa St,37208,METRO,9303,21,1729161.67,667055.3073
40405,1/19/2018,Trash - Curbside/Alley Missed Pickup,Trash/miss for Tuesday {ALLEY},1021 Monroe St A,37208,WASTE IND,3208,19,1733136.717,670904.0764
40608,1/21/2018,Trash - Curbside/Alley Missed Pickup,CALLER ADV TRASH TRUCK WENT BY AND SKIPPED HER HOUSE OEM FAXING TO PW,2114 herman st,37208,METRO,9303,21,1729687.034,666889.0005
40622,1/21/2018,Trash - Curbside/Alley Missed Pickup,No trash pickup on January 18th on the whole street,929 scovel st,37208,WASTE IND,3208,19,1733998.734,670771.3017
41279,1/23/2018,Trash - Curbside/Alley Missed Pickup,Overloaded trash at the North Precinct,2231 26th Ave N,37208,METRO,9205,2,1726813.132,676636.9009
41484,1/24/2018,Trash - Curbside/Alley Missed Pickup,missed pick up again....please review pick up this is 5th missed pick up since end of November,1205 MeHarry Blvd,37208,METRO,9208,19,1732550.996,669630.7062
42912,1/30/2018,Trash Collection Complaint,cart fell in cart,2607 albion st,37208,METRO,9303,21,1727385.928,667734.8942
43304,2/1/2018,Trash - Curbside/Alley Missed Pickup,missed pick up unit A&B both,2420 Meharry Blvd A,37208,METRO,9303,21,1728192,668654.5862
43306,2/1/2018,Trash - Curbside/Alley Missed Pickup,missed pick up unit A&B both,2420 Meharry Blvd B,37208,METRO,9303,21,1728192.333,668653.7012
44204,2/6/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash last week and this week,1902 scovel st,37208,METRO,9208,21,1729421.706,669650.778
44377,2/6/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,2503 Alameda St,37208,METRO,9303,21,1727978.189,668146.6983
44485,2/7/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - other missed in area,1510 14th ave n,37208,WASTE IND,3207,21,1731581.134,671067.3022
44619,2/7/2018,Trash - Backdoor,backdoor pick up missed,2601 vance ave,37208,METRO,9201,21,1726433.832,674806.1038
44804,2/8/2018,Trash - Backdoor,Missed.,2010 Salem Mason Dr,37208,METRO,9201,21,1726477.932,674571.3022
44924,2/8/2018,Trash - Curbside/Alley Missed Pickup,cart still out,1723 pecan st,37208,METRO,9205,2,1728224.332,675591.303
46036,2/13/2018,Trash Collection Complaint,"Customer has backdoor pick up and states that collection crew did not place cart in rear of property/backdoor where they picked up from, Instead the cart was placed at the rd. Caller states this has happened before and she is unable to return cart to its property place.",1517 12th ave n A,37208,WASTE IND,3207,21,1731693.839,671290.4996
46377,2/14/2018,Trash - Curbside/Alley Missed Pickup,Trash/miss for Tuesday. ALLEY**,1519 22nd Ave N,37208,METRO,9201,21,1728830.906,670933.6252
46983,2/16/2018,Trash Collection Complaint,customer says the trash truck took her cart again. Says that she needs her cart and that the trash guys need to stop taking them. Would like to speak to someone.,2424 batavia st,37208,METRO,9303,21,1728359.889,666479.8245
47569,2/20/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - for past few weeks,1801 6th ave n,37208,WASTE IND,3207,19,1733785.572,674444.2909
47772,2/20/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up
picked up everyone except his cart",1004 GARFIELD ST,37208,WASTE IND,3208,19,1732492.869,672270.5315
48189,2/22/2018,Trash - Curbside/Alley Missed Pickup,Missed tired of having to call need to get on route,2207 hermosa st,37208,METRO,9303,21,1729108.556,667052.4466
48316,2/22/2018,Trash - Curbside/Alley Missed Pickup,cust says missed pickup for the street,1516 12th ave n,37208,WASTE IND,3207,21,1731819.76,671417.8314
48349,2/22/2018,Trash - Curbside/Alley Missed Pickup,cust says missed - overflow due to missed pick up,1545 11th Ave N,37208,WASTE IND,3207,21,1731741.126,672018.2091
48525,2/22/2018,Trash - Curbside/Alley Missed Pickup,cart still out for 2 weeks,1827 heiman st,37208,METRO,9208,21,1729531.607,669889.3688
49478,2/26/2018,Trash - Curbside/Alley Missed Pickup,Missed- Trash has been missed 3 times. The customer has cancer and stated not able to keep running up and down the alley. She will call and we will pick it up. The next week the alley is missed again.,2205 Hermosa St,37208,METRO,9303,21,1729161.719,667055.6465
49574,2/26/2018,Trash - Curbside/Alley Missed Pickup,cart still out and also across the street on 12th and 11th,1519 12th Ave N,37208,WASTE IND,3207,21,1731741.867,671388.399
49905,2/27/2018,Trash - Curbside/Alley Missed Pickup,Missed.,1603 22ND AVE N,37208,METRO,9201,21,1728760.573,671334.9828
49984,2/27/2018,Trash - Curbside/Alley Missed Pickup,Trash in our Hope Gardens neighborhood was not picked up last week (2/20/18) and again today (2/27/18).  My neighbor said it was not picked up the week before the 20th either.,934 Ireland St,37208,WASTE IND,3208,19,1734727.42,669482.631
49994,2/27/2018,Trash - Curbside/Alley Missed Pickup,Trash has not been picked for 2 weeks.,902 Locklayer St,37208,WASTE IND,3208,19,1734908.917,669874.6845
50028,2/27/2018,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,1726 4th ave n,37208,WASTE IND,3207,19,1734727.253,674777.9045
50035,2/27/2018,Trash - Curbside/Alley Missed Pickup,Missed again this week- cart is behind the building in the alley.,1545 11th Ave N,37208,WASTE IND,3207,21,1731741.126,672018.2091
50057,2/27/2018,Trash - Curbside/Alley Missed Pickup,"Past 2 pick-ups workers have removed top 2 bagged garbage, but left the bagged garbage at the bottom of the cart. Bagged garbage at bottom of cart is over 2 weeks old. Why are they pulling the bags out rather than dumping them with the truck lifter?",1605 5th Ave N,37208,WASTE IND,3207,19,1734791.44,673443.7916
50062,2/27/2018,Trash - Curbside/Alley Missed Pickup,"My trash has not been picked up in over 3 weeks, and it has been in the proper position at the correct time.",1014 Jackson St A,37208,WASTE IND,3208,19,1733826.065,669620.3193
50086,2/28/2018,Trash - Curbside/Alley Missed Pickup,cart still out,2638 delk ave,37208,METRO,9201,21,1725972.916,673278.3021
50132,2/28/2018,Trash - Curbside/Alley Missed Pickup,cart still out,1902 salem mason dr,37208,METRO,9205,21,1726568.033,674081.5001
50179,2/28/2018,Trash - Curbside/Alley Missed Pickup,Missed again.,1209 4th Ave N,37208,WASTE IND,3208,19,1736133.658,671738.6255
50259,2/28/2018,Trash - Curbside/Alley Missed Pickup,missed trash pickup for others also,1208 5th ave n,37208,WASTE IND,3208,19,1735881.509,671607.7092
51653,3/6/2018,Trash - Curbside/Alley Missed Pickup,ALLEY BEEN MISSED,1707 6TH AVE N,37208,WASTE IND,3207,19,1734011.532,673866.3635
51729,3/6/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up- caller states this is the 2nd time within weeks that collection truck has just rolled past her cart which sits at the curb.,2617 delk ave,37208,METRO,9201,21,1726276.891,672669.2876
51846,3/6/2018,Trash Collection Complaint,Set my trash cart out this morning at 6:00am. When I got home my trash cart was knocked over and had not been emptied by trash crew. It was windy but I can?t control that. Cart should have been cleared.  I can?t sit in the alley to make sure my trash cart remains upright until the crew comes by.  I need my cart emptied.,1811 6th Ave N B,37208,WASTE IND,3207,19,1733622.441,674643.3786
52300,3/8/2018,Trash - Curbside/Alley Missed Pickup,"Trash/miss pickup, alley Wednesday. Needs to be emptied.",2411 Batavia St,37208,METRO,9303,21,1728616.134,666363.2047
52301,3/8/2018,Trash - Curbside/Alley Missed Pickup,missed pick up  - overflow due to missed pick up,518 monroe st,37208,WASTE IND,3208,19,1735272.927,671876.6201
52304,3/8/2018,Trash - Curbside/Alley Missed Pickup,"Trash/Miss Wednesday, city workers where out in alley doing some work, when the trash/truck came.  ALLEY",2403 Batavia St,37208,METRO,9303,21,1728740.135,666353.5009
52459,3/8/2018,Trash - Curbside/Alley Missed Pickup,Cart out on the curb.,2233 24th Ave N,37208,METRO,9205,2,1727876.097,677150.4868
53086,3/12/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up - for past few weeks
Trash/Alley never get emptied. Using the brown/cart everything in trash/bags UNIT-B",1801 6th Ave N B,37208,WASTE IND,3207,19,1733785.572,674444.2909
53175,3/12/2018,Trash - Curbside/Alley Missed Pickup,missed-trash,2240 herman st b,37208,METRO,9303,21,1729005.871,666772.981
53513,3/13/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - entire street,1727 seifried st B,37208,METRO,9205,21,1728216.377,673942.9276
53631,3/14/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,1820 6th ave n,37208,WASTE IND,3207,19,1733626.733,674870.5025
53895,3/15/2018,Trash - Curbside/Alley Missed Pickup,Missed Trash full knock over did not pickup. Curb UNIT-B,907 Warren St B,37208,WASTE IND,3208,19,1734154.068,669124.1947
53983,3/15/2018,Trash Collection Complaint,Says that he watched the guys drop trash outside of the trash truck and that they picked it up and put it in the brown cart- they then drove off and did not collect any of the trash. Send truck to empty cart.,2411 Meharry Blvd,37208,METRO,9303,21,1728369.204,668548.916
54031,3/15/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up  - overflow due to missed pick up Tuesday, came only got overflow outside the cart, leaving trash/still full. ALLEY** Cart Stay's in the ALLEY**",518 monroe st,37208,WASTE IND,3208,19,1735272.927,671876.6201
54313,3/16/2018,Trash Collection Complaint,cart left at street and she has backdoor service,800 24TH AVE N C,37208,METRO,9303,21,1728848.933,666359.2683
54722,3/19/2018,Trash - Curbside/Alley Missed Pickup,all carts are running over and people are putting in recycle carts now,1723 6th ave n,37208,WASTE IND,3207,19,1733897.134,674210.5033
54774,3/19/2018,Trash Collection Complaint,"want to know why trash was not picked up on tuesday the 13th
please call - (615) 839-6334",1815 hermosa st,37208,METRO,9208,21,1730589.722,667320.5272
55085,3/20/2018,Trash - Curbside/Alley Missed Pickup,Our trash and recycling were not picked up today. 3/20/18,1012 Jackson St,37208,WASTE IND,3208,19,1733881.775,669648.1819
55173,3/21/2018,Trash - Curbside/Alley Missed Pickup,CART STILL OUT,1019 MONROE ST A,37208,WASTE IND,3208,19,1733183.917,670919.2772
55234,3/21/2018,Trash - Curbside/Alley Missed Pickup,"Alley Trash miss Tuesday, was pushed over by guy that service's that day. Never pickup.",1322 4th Ave N,37208,WASTE IND,3208,19,1735855.534,672588.1031
55253,3/21/2018,Trash Collection Complaint,"missed pick up past 3 weeks - driver drives right by & does not pick up 
please call 615-601-8554",1820 6th ave n,37208,WASTE IND,3207,19,1733626.727,674871.5198
55419,3/21/2018,Trash Collection Complaint,Trash pickup skipped the alley behind 2207 Hermosa Street again. This happens roughly half of the time. I put out the carts the night before. Please be sure to have them pick up the full carts all along the alley. Last time they came back to get mine and skipped senior citizens all down the alley.,2207 Hermosa St,37208,METRO,9303,21,1729107.535,667051.4012
55828,3/23/2018,Trash - Curbside/Alley Missed Pickup,cust says missed,2404 seifried st,37208,METRO,9205,21,1727491.532,674166.5036
56084,3/26/2018,Trash - Curbside/Alley Missed Pickup,"WANTS A CALL FROM SUPERVISOR SHE IS TIRED OF HAVING TO CALL AND TRASH IS ON GROUND IN ALLEY CALL HER BEFORE 9AM
615-321-8857",2205 Hermosa St,37208,METRO,9303,21,1729161.719,667055.6465
56430,3/27/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up - across the street from this address
picked up all others on street except this cart",1913 Britt Pl,37208,METRO,9208,21,1730756.664,666686.4112
56467,3/27/2018,Trash - Curbside/Alley Missed Pickup,CART STILL ON ALLEY,1413 WHELESS ST,37208,RED RIVER,3206,21,1730529.934,672208.1022
56660,3/28/2018,Trash - Backdoor,missed again,1809 26th Ave N,37208,METRO,9201,21,1726586.508,673626.3338
56720,3/28/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,922 14th ave n,37208,METRO,9208,19,1732568.333,668828.9025
56740,3/28/2018,Trash - Curbside/Alley Missed Pickup,Missed.,311 TAYLOR ST,37208,WASTE IND,3208,19,1735875.535,672712.102
56779,3/28/2018,Trash - Curbside/Alley Missed Pickup,this block missed,1309 jackson st,37208,METRO,9208,19,1732678.733,668865.7015
56921,3/29/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2401 Scovel St,37208,METRO,9304,21,1728401.533,669359.0974
57047,3/29/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2426 Meharry Blvd,37208,METRO,9303,21,1728055.534,668634.5013
58064,4/3/2018,Trash Collection Complaint,Call stated that the driver take the trash on top of the can and just throws the bags on top all over the ground and she has to pick them up. I did explain everything must be in cart not on top,2710 buchanan st,37208,METRO,9201,21,1725625.535,673560.202
58071,4/3/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - entire street missed,2405 seifried st,37208,METRO,9205,21,1727462.733,674040.1025
58171,4/4/2018,Trash - Curbside/Alley Missed Pickup,Missed 4 homes in a row.,2021 25th Ave N,37208,METRO,9205,21,1727184.334,674552.9037
58173,4/4/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - wants picked up today !,1821 Ed Temple Blvd,37208,METRO,9201,21,1725079.943,674163.2238
58213,4/4/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up,1825 underwood st,37208,METRO,9208,21,1729381.177,670604.1559
58233,4/4/2018,Trash - Curbside/Alley Missed Pickup,Missed.,911 Dr D B Todd Jr Blvd,37208,METRO,9208,21,1730881.933,667551.301
58528,4/5/2018,Trash - Curbside/Alley Missed Pickup,only empty 1 of 2 carts last few weeks,2419 eden st,37208,METRO,9303,21,1728321.906,667523.911
58547,4/5/2018,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,2420 ALBION ST,37208,METRO,9303,21,1728156.14,667946.5383
58562,4/5/2018,Trash - Curbside/Alley Missed Pickup,Missed,1417 MEHARRY BLVD,37208,METRO,9208,19,1731878.134,669284.2426
58792,4/6/2018,Trash - Curbside/Alley Missed Pickup,"New Residence at 822 19th Ave North unit B Nashville,TN 37208 and the trash has been sitting on the curb for two weeks in the trash can. I would like to receive assistance as soon as possible .",822 19th Ave N B,37208,METRO,9405,21,1730963.162,667142.7114
59567,4/10/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,604 monroe st,37208,WASTE IND,3208,19,1735130.798,671804.9459
59640,4/11/2018,Trash - Curbside/Alley Missed Pickup,Curb/Trash miss for Tuesday's pickup. Out night before.,2425 Underwood St,37208,METRO,9201,21,1727831,670526.7172
59992,4/12/2018,Trash - Curbside/Alley Missed Pickup,only picked up 1 of 2 carts,2706 BOOKER ST,37208,METRO,9303,21,1727214.597,666139.8816
60148,4/12/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2411 Eden St,37208,METRO,9303,21,1728520.382,667548.1211
60768,4/16/2018,Trash - Curbside/Alley Missed Pickup,missed pick up- this is curbside pick up- there is no alley per caller. Unit B,822 19th ave n,37208,METRO,9405,21,1730963.162,667142.7114
60806,4/16/2018,Trash Collection Complaint,missed last month,1510 14th ave n,37208,WASTE IND,3207,21,1731579.836,671065.7244
60807,4/16/2018,Trash Collection Complaint,missed last month,1510 14th ave n,37208,WASTE IND,3207,21,1731579.836,671065.7244
61011,4/17/2018,Trash - Curbside/Alley Missed Pickup,"New Residence at 822 19th Ave North unit B Nashville,TN 37208 and the trash has been sitting on the curb for two weeks in the trash can. I would like to receive assistance as soon as possible .",822 19th Ave N B,37208,METRO,9405,21,1730963.533,667143.3007
61105,4/17/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,1306 10th ave n,37208,WASTE IND,3208,19,1733633.144,671412.2632
61120,4/17/2018,Trash - Curbside/Alley Missed Pickup,This is the second time in a month my trash has not been picked up. I have read over the rules and am following all guidelines. My trash is placed in the same spot every day.,1411 10th Ave N,37208,WASTE IND,3208,19,1733304.415,671532.1742
61406,4/18/2018,Trash - Curbside/Alley Missed Pickup,"3 trash carts were out, but only 2 were emptied",1215 ireland st,37208,METRO,9208,19,1732940.122,668599.9621
61408,4/18/2018,Trash - Curbside/Alley Missed Pickup,all of the carts were not emptied,1217 ireland st,37208,METRO,9208,19,1732941.084,668600.9078
61562,4/19/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2426 Meharry Blvd,37208,METRO,9303,21,1728056.042,668633.8747
61884,4/20/2018,Trash Collection Complaint,everyone on alley missed,2424 BATAVIA ST,37208,METRO,9303,21,1728359.889,666479.8245
62023,4/21/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - cw 985945 closed out and entire street still has carts out,1306 10th ave n,37208,WASTE IND,3208,19,1733634.02,671412.9968
62232,4/23/2018,Trash - Curbside/Alley Missed Pickup,Missed 4th time in a row. Needs supervisor to call her.,2420 Albion St,37208,METRO,9303,21,1728156.14,667946.5383
62656,4/24/2018,Trash - Curbside/Alley Missed Pickup,everyone on the street was missed,2105 23rd ave n,37208,METRO,9205,21,1728145.318,674494.8054
62843,4/25/2018,Trash - Curbside/Alley Missed Pickup,Missed...curbside pick up.,2409 seifried st,37208,METRO,9205,21,1727324.333,674084.1021
62886,4/25/2018,Trash - Curbside/Alley Missed Pickup,Missed. Cart is on curb at 9th and Garfield,1601 9TH AVE N,37208,WASTE IND,3207,19,1732755.917,672556.8347
63426,4/27/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2611 Albion St B,37208,METRO,9303,21,1727286.826,667719.2458
63569,4/28/2018,Trash - Backdoor,Backdoor,"2615 Clarksville Pike, Nashville, TN 37208, United States",37208,,,21,1726583.109,675686.885
